ProductID,ProductName,Manufacturer,YearOfManufacture,ProductType,MaterialPlastic,MaterialMetal,MaterialGlass,RecyclabilityScore,CO2Emissions,RepairCost,RepairFrequency,RepairabilityScore,EndOfLifeOption,SupplierLocation
184,Product_184,CompanyB,2009,Appliances,37.34939759036144,14.457831325301203,48.19277108433735,2,491.199288202739,140.15472379239242,4,7,Recyclable,Sweden
185,Product_185,CompanyB,2017,Electronics,43.859649122807014,2.923976608187134,53.216374269005854,59,991.0985339955675,317.511245516196,8,9,Hazardous,Sweden
186,Product_186,CompanyB,2021,Electronics,34.35897435897436,16.41025641025641,49.23076923076923,70,601.6487790889413,165.41371972310296,3,5,Recyclable,China
187,Product_187,CompanyB,2005,Electronics,5.263157894736842,40.6015037593985,54.13533834586466,29,993.7403748303833,117.24167016709731,8,3,Hazardous,Germany
188,Product_188,CompanyC,2001,Appliances,62.96296296296296,9.25925925925926,27.77777777777778,94,108.85538539821957,901.1010255990453,0,5,Recyclable,USA
189,Product_189,CompanyA,2003,Electronics,53.383458646616546,25.563909774436087,21.052631578947366,80,969.8038549468071,818.8114752832362,5,6,Hazardous,Germany
190,Product_190,CompanyC,2022,Electronics,48.96907216494845,39.175257731958766,11.855670103092782,15,488.95404828406845,223.84690411743685,9,4,Hazardous,USA
191,Product_191,CompanyA,2022,Electronics,36.36363636363637,31.100478468899524,32.535885167464116,56,741.5390827066827,161.85596415405308,1,9,Hazardous,Germany
192,Product_192,CompanyA,2022,Clothing,42.64705882352941,48.03921568627451,9.313725490196079,49,541.5419495731976,52.14663402479543,9,6,Hazardous,Sweden
193,Product_193,CompanyC,2021,Electronics,55.55555555555556,39.21568627450981,5.228758169934641,98,832.3779077783541,871.8925829274687,3,8,Hazardous,Sweden
194,Product_194,CompanyC,2017,Clothing,43.04635761589404,17.880794701986755,39.0728476821192,66,928.3860061656717,865.4235215650459,8,1,Hazardous,Germany
195,Product_195,CompanyA,2016,Electronics,33.58490566037736,34.71698113207547,31.69811320754717,7,526.6171914752622,201.44878905184657,2,7,Hazardous,Germany
196,Product_196,CompanyC,2019,Electronics,20.689655172413794,26.72413793103448,52.58620689655172,9,198.62498444385085,367.262392419175,0,9,Hazardous,USA
197,Product_197,CompanyA,2015,Electronics,35.84905660377358,10.062893081761008,54.088050314465406,49,171.887389844684,574.6085444481331,3,7,Recyclable,USA
198,Product_198,CompanyB,2015,Appliances,38.864628820960704,32.314410480349345,28.82096069868996,56,793.6081822266868,109.50227188015913,8,8,Recyclable,Germany
199,Product_199,CompanyC,2005,Clothing,6.122448979591836,48.97959183673469,44.89795918367347,43,396.1089566471895,584.726087359569,1,3,Hazardous,Germany
200,Product_200,CompanyC,2018,Clothing,23.684210526315788,0.8771929824561403,75.43859649122807,75,238.39880847457144,988.7779437448245,6,10,Recyclable,Sweden
201,Product_201,CompanyC,2018,Electronics,16.38418079096045,28.8135593220339,54.80225988700565,92,459.969546929438,606.5783123240199,7,5,Hazardous,USA
202,Product_202,CompanyA,2019,Clothing,22.429906542056074,31.308411214953267,46.26168224299065,41,819.5412456257994,273.5324031929936,5,1,Hazardous,Germany
203,Product_203,CompanyC,2004,Clothing,5.769230769230769,42.30769230769231,51.92307692307693,18,828.5438858051558,314.85525806535145,3,2,Recyclable,Sweden
204,Product_204,CompanyB,2011,Electronics,21.11801242236025,44.72049689440994,34.161490683229815,53,892.5914649691578,576.6069459108327,1,1,Recyclable,Germany
205,Product_205,CompanyB,2023,Appliances,60.57692307692307,33.65384615384615,5.769230769230769,91,242.94497902654166,124.6157337400833,1,1,Recyclable,USA
206,Product_206,CompanyB,2007,Appliances,58.156028368794324,0.7092198581560284,41.13475177304964,94,993.8477152552715,912.9289866163654,5,9,Hazardous,Sweden
207,Product_207,CompanyC,2012,Electronics,40.66985645933015,13.875598086124402,45.45454545454545,1,537.1917558549105,174.901912993682,8,8,Hazardous,USA
208,Product_208,CompanyA,2010,Clothing,49.25373134328358,36.318407960199,14.427860696517413,20,389.06822840240335,282.0720627111226,8,6,Hazardous,Germany
209,Product_209,CompanyA,2008,Electronics,36.59574468085106,38.297872340425535,25.106382978723403,92,175.55641100713348,770.9829901655786,5,3,Recyclable,China
210,Product_210,CompanyA,2013,Clothing,29.518072289156628,27.10843373493976,43.373493975903614,63,932.8706905653927,152.34641511684913,8,2,Recyclable,USA
211,Product_211,CompanyA,2005,Electronics,35.80246913580247,37.86008230452675,26.337448559670783,72,187.82423332250693,631.6002163982736,7,3,Recyclable,USA
212,Product_212,CompanyC,2023,Electronics,17.24137931034483,3.4482758620689653,79.3103448275862,98,612.8489809150686,318.6706353773907,6,3,Recyclable,Sweden
213,Product_213,CompanyC,2011,Appliances,38.028169014084504,38.497652582159624,23.474178403755868,50,286.19876553417066,190.95896062298365,1,7,Recyclable,China
214,Product_214,CompanyB,2003,Electronics,38.55421686746988,10.240963855421686,51.204819277108435,76,311.5699740879125,908.2750000034955,9,3,Hazardous,Germany
215,Product_215,CompanyB,2006,Electronics,5.88235294117647,47.05882352941176,47.05882352941176,91,302.3963710539158,390.6594890225973,0,1,Hazardous,USA
216,Product_216,CompanyB,2014,Electronics,39.1812865497076,14.035087719298245,46.783625730994146,97,648.759658180402,257.5644338956047,0,9,Hazardous,China
217,Product_217,CompanyA,2008,Clothing,59.57446808510638,29.078014184397162,11.347517730496454,3,939.7947286207977,106.4224133339757,1,8,Hazardous,USA
218,Product_218,CompanyB,2010,Appliances,31.03448275862069,10.344827586206897,58.620689655172406,68,290.1175898095353,972.5196990860668,6,3,Hazardous,Germany
219,Product_219,CompanyB,2001,Electronics,15.555555555555555,65.92592592592592,18.51851851851852,40,730.2715935683847,590.8873493835168,8,1,Hazardous,Sweden
220,Product_220,CompanyA,2010,Clothing,26.495726495726498,41.452991452991455,32.05128205128205,75,943.0411086086328,761.3346796825546,6,2,Hazardous,USA
221,Product_221,CompanyB,2003,Electronics,1.4285714285714286,22.857142857142858,75.71428571428571,54,826.5476195595629,441.1061703049291,2,5,Recyclable,USA
222,Product_222,CompanyB,2010,Clothing,28.08988764044944,36.329588014981276,35.580524344569284,97,487.68893482535844,652.3947791621475,2,9,Hazardous,Germany
223,Product_223,CompanyB,2017,Clothing,25.443786982248522,29.585798816568047,44.97041420118343,88,210.82733673711576,628.5814254591505,5,4,Recyclable,Sweden
224,Product_224,CompanyC,2000,Electronics,35.483870967741936,16.129032258064516,48.38709677419355,29,416.5709241411182,895.5274729704516,4,4,Recyclable,Sweden
225,Product_225,CompanyA,2011,Appliances,18.181818181818183,35.064935064935064,46.75324675324675,67,146.0014079161607,150.82728802747175,5,4,Recyclable,Germany
226,Product_226,CompanyB,2007,Appliances,15.384615384615385,7.6923076923076925,76.92307692307693,90,332.15680481262353,374.7397472864869,0,5,Hazardous,Germany
227,Product_227,CompanyB,2009,Electronics,25.217391304347824,60.0,14.782608695652174,14,782.383853874411,510.67241684523975,6,10,Hazardous,USA
228,Product_228,CompanyC,2009,Appliances,39.80582524271845,23.300970873786408,36.89320388349515,47,230.9351874250787,835.6037321907643,2,4,Recyclable,USA
229,Product_229,CompanyC,2019,Clothing,37.34939759036144,53.01204819277109,9.63855421686747,20,185.36218286759734,249.98473539219313,0,3,Hazardous,USA
230,Product_230,CompanyA,2010,Appliances,32.99492385786802,28.426395939086298,38.578680203045685,22,250.36957014184125,715.9952673452597,9,3,Hazardous,USA
231,Product_231,CompanyB,2003,Clothing,48.760330578512395,47.107438016528924,4.132231404958678,23,575.0215323786415,66.67783628443058,6,5,Hazardous,USA
232,Product_232,CompanyB,2022,Electronics,0.0,64.70588235294117,35.294117647058826,9,626.4759024572593,926.4091692693759,6,1,Recyclable,USA
233,Product_233,CompanyC,2020,Electronics,42.592592592592595,24.537037037037038,32.870370370370374,82,449.7627552543792,152.3635262796614,7,6,Recyclable,Germany
234,Product_234,CompanyA,2011,Electronics,35.714285714285715,57.936507936507944,6.349206349206349,87,936.5017072840493,772.1228745781342,6,5,Recyclable,China
235,Product_235,CompanyC,2022,Clothing,11.224489795918368,39.285714285714285,49.48979591836735,69,288.8853847227553,622.7343834606471,2,3,Hazardous,China
236,Product_236,CompanyB,2002,Electronics,30.275229357798167,25.229357798165136,44.4954128440367,36,889.1101134954034,78.03622481842051,8,9,Recyclable,Sweden
237,Product_237,CompanyA,2002,Appliances,21.678321678321677,11.888111888111888,66.43356643356644,60,805.6675762767657,623.2491581126942,7,1,Hazardous,Germany
238,Product_238,CompanyA,2018,Appliances,56.03448275862068,41.37931034482759,2.586206896551724,19,248.94478894441394,193.52943215165791,4,2,Hazardous,Sweden
239,Product_239,CompanyC,2001,Appliances,53.62318840579711,37.68115942028986,8.695652173913043,80,385.57523045290947,764.9182987183298,9,1,Recyclable,Germany
240,Product_240,CompanyA,2009,Clothing,48.40764331210191,43.94904458598726,7.643312101910828,14,682.4233608507947,884.8767798462827,5,3,Recyclable,Germany
241,Product_241,CompanyC,2011,Clothing,19.35483870967742,53.76344086021505,26.881720430107524,14,971.8935608221755,644.6913979961737,7,5,Recyclable,China
242,Product_242,CompanyC,2021,Electronics,44.19889502762431,54.14364640883977,1.6574585635359116,40,96.42160081094659,325.05260571439777,5,3,Recyclable,China
243,Product_243,CompanyC,2023,Appliances,39.82683982683983,18.614718614718615,41.55844155844156,69,423.1217248441758,344.3428924623715,2,10,Hazardous,China
244,Product_244,CompanyA,2021,Electronics,20.945945945945947,59.45945945945946,19.594594594594593,8,746.5530068057855,421.2540030029383,0,1,Hazardous,China
245,Product_245,CompanyB,2020,Electronics,48.0,0.0,52.0,62,308.87089538270277,416.6405269507948,4,6,Recyclable,USA
246,Product_246,CompanyC,2004,Electronics,92.5531914893617,6.382978723404255,1.0638297872340425,89,61.883581793481824,780.2683915611603,5,3,Hazardous,Sweden
247,Product_247,CompanyB,2018,Appliances,13.259668508287293,48.06629834254144,38.67403314917127,63,989.181924990847,279.0737487138982,7,7,Recyclable,China
248,Product_248,CompanyA,2001,Electronics,58.55263157894737,31.57894736842105,9.868421052631579,82,558.583223531777,943.7557647844133,8,7,Hazardous,Germany
249,Product_249,CompanyB,2006,Electronics,46.91943127962085,11.848341232227488,41.23222748815166,31,889.8825901096246,732.0960757232692,9,6,Hazardous,USA
250,Product_250,CompanyC,2014,Electronics,29.310344827586203,50.86206896551724,19.82758620689655,63,146.55097518260678,419.1406513450227,4,5,Recyclable,China
251,Product_251,CompanyC,2000,Appliances,46.733668341708544,44.221105527638194,9.045226130653267,61,68.36983384493958,163.12736269918054,5,2,Recyclable,Sweden
252,Product_252,CompanyB,2020,Electronics,40.32921810699588,38.68312757201646,20.98765432098765,79,848.3069450407512,136.01184305096047,5,9,Recyclable,Germany
253,Product_253,CompanyB,2010,Clothing,3.896103896103896,37.66233766233766,58.44155844155844,75,272.0663422166478,554.0875553673935,3,5,Recyclable,USA
254,Product_254,CompanyC,2009,Electronics,8.333333333333332,41.66666666666667,50.0,7,979.1733447213074,483.20745058141824,3,1,Recyclable,Germany
255,Product_255,CompanyA,2013,Appliances,33.33333333333333,42.98245614035088,23.684210526315788,100,582.7898437226931,886.9806469238772,0,10,Hazardous,USA
256,Product_256,CompanyC,2014,Appliances,63.63636363636363,9.090909090909092,27.27272727272727,57,351.5222181702187,994.85893323541,7,9,Recyclable,USA
257,Product_257,CompanyC,2012,Electronics,2.564102564102564,23.076923076923077,74.35897435897436,43,853.3204370591567,821.9681215046727,4,5,Hazardous,China
258,Product_258,CompanyA,2020,Clothing,43.04635761589404,52.317880794701985,4.635761589403973,65,361.85387378898605,243.95612675431119,2,6,Recyclable,China
259,Product_259,CompanyB,2008,Clothing,28.03347280334728,35.98326359832636,35.98326359832636,7,171.27578947476042,375.0389300711115,3,4,Hazardous,Germany
260,Product_260,CompanyB,2013,Appliances,65.13157894736842,25.0,9.868421052631579,98,636.7232535397679,919.5283453082932,5,2,Hazardous,USA
261,Product_261,CompanyB,2020,Clothing,28.484848484848484,36.36363636363637,35.15151515151515,22,750.4806426709464,61.76354673037899,5,2,Recyclable,USA
262,Product_262,CompanyC,2010,Electronics,23.200000000000003,20.8,56.00000000000001,25,877.8001332142893,664.6843636923129,7,9,Recyclable,China
263,Product_263,CompanyA,2021,Clothing,50.0,31.57894736842105,18.421052631578945,12,149.02693704720775,458.92380840977137,7,8,Hazardous,USA
264,Product_264,CompanyA,2002,Electronics,28.57142857142857,41.208791208791204,30.21978021978022,5,379.04312568864754,940.8598755648259,3,7,Recyclable,China
265,Product_265,CompanyB,2017,Appliances,12.5,51.24999999999999,36.25,3,210.1420888336155,72.8497834218943,3,10,Recyclable,Sweden
266,Product_266,CompanyC,2023,Electronics,97.05882352941177,0.0,2.941176470588235,21,887.0849083708133,454.577114445496,2,3,Recyclable,USA
267,Product_267,CompanyB,2010,Clothing,13.829787234042554,44.680851063829785,41.48936170212766,30,695.0735828780066,238.81654600938904,7,5,Recyclable,Germany
268,Product_268,CompanyA,2014,Electronics,1.8867924528301887,61.0062893081761,37.10691823899371,56,862.4721475854756,288.2085421829032,7,10,Hazardous,Germany
269,Product_269,CompanyA,2015,Electronics,41.30434782608695,47.82608695652174,10.869565217391305,64,77.13948337154642,596.168392204949,2,8,Recyclable,USA
270,Product_270,CompanyB,2016,Clothing,32.608695652173914,30.978260869565215,36.41304347826087,15,622.60362119481,165.4359436506228,2,6,Recyclable,USA
271,Product_271,CompanyC,2015,Electronics,53.278688524590166,37.704918032786885,9.01639344262295,45,431.0247423185999,838.8486679834673,0,7,Recyclable,Germany
272,Product_272,CompanyB,2009,Appliances,31.25,38.75,30.0,62,616.9931876776861,363.1326753918333,1,4,Recyclable,USA
273,Product_273,CompanyC,2014,Electronics,23.93617021276596,42.5531914893617,33.51063829787234,90,369.6025843968902,851.4679476290562,8,2,Recyclable,USA
274,Product_274,CompanyB,2003,Appliances,73.62637362637363,18.681318681318682,7.6923076923076925,19,77.36163306340217,615.5586928263438,4,1,Hazardous,USA
275,Product_275,CompanyB,2023,Electronics,26.699029126213592,42.71844660194174,30.582524271844658,39,508.9975207241609,762.9221420911347,1,9,Recyclable,China
276,Product_276,CompanyC,2017,Electronics,31.428571428571427,36.19047619047619,32.38095238095238,20,968.625602570336,109.03771565530832,8,5,Recyclable,USA
277,Product_277,CompanyB,2000,Appliances,19.047619047619047,76.19047619047619,4.761904761904762,86,338.7894734067752,56.24913308529681,0,7,Recyclable,Sweden
278,Product_278,CompanyB,2001,Appliances,15.079365079365079,62.698412698412696,22.22222222222222,24,741.9841954298896,337.58612959109195,1,6,Hazardous,Sweden
279,Product_279,CompanyA,2016,Appliances,21.929824561403507,65.78947368421053,12.280701754385964,56,649.9187478048552,707.3951763953434,2,8,Hazardous,China
280,Product_280,CompanyB,2016,Clothing,28.30188679245283,41.0377358490566,30.660377358490564,73,889.4332032624981,506.8482088402103,2,5,Recyclable,USA
281,Product_281,CompanyB,2018,Appliances,40.692640692640694,24.675324675324674,34.63203463203463,16,701.4533156260969,189.46020118661136,2,5,Recyclable,USA
282,Product_282,CompanyA,2005,Electronics,36.4,28.4,35.199999999999996,58,787.8116320621165,662.6325906820153,7,9,Hazardous,Sweden
283,Product_283,CompanyB,2013,Electronics,34.715025906735754,21.761658031088082,43.523316062176164,2,892.4148525209317,334.6913735708042,8,8,Recyclable,USA
284,Product_284,CompanyC,2017,Electronics,10.0,10.0,80.0,69,856.5303140178202,487.3210937864732,6,1,Hazardous,China
285,Product_285,CompanyC,2012,Clothing,27.73722627737226,43.79562043795621,28.467153284671532,88,250.77873812610673,684.5348348060227,9,3,Hazardous,USA
286,Product_286,CompanyA,2004,Appliances,39.869281045751634,37.908496732026144,22.22222222222222,19,216.81998546546168,791.2680505449152,0,1,Hazardous,China
287,Product_287,CompanyC,2019,Electronics,43.97590361445783,9.036144578313253,46.98795180722892,61,341.30681101624356,433.3793907722826,7,8,Hazardous,China
288,Product_288,CompanyA,2009,Clothing,40.64171122994652,24.06417112299465,35.294117647058826,75,207.23682196861782,276.40186229923296,2,9,Recyclable,Germany
289,Product_289,CompanyC,2005,Appliances,61.06870229007634,36.6412213740458,2.2900763358778624,71,566.1744605621404,600.9334198904672,8,10,Hazardous,China
290,Product_290,CompanyC,2013,Electronics,58.03571428571429,15.178571428571427,26.785714285714285,3,325.778545008005,534.6273991950515,0,8,Hazardous,USA
291,Product_291,CompanyC,2018,Electronics,21.904761904761905,2.857142857142857,75.23809523809524,40,728.7682058414902,399.38809509576,0,9,Recyclable,Sweden
292,Product_292,CompanyA,2012,Appliances,62.06896551724138,26.89655172413793,11.03448275862069,66,156.9228591501853,752.1450564411989,1,2,Recyclable,USA
293,Product_293,CompanyC,2015,Clothing,43.29896907216495,16.49484536082474,40.20618556701031,94,464.0728236551753,843.211716145065,9,3,Recyclable,Sweden
294,Product_294,CompanyB,2010,Appliances,28.8135593220339,33.89830508474576,37.28813559322034,75,127.49446888088154,862.3805199526539,7,1,Hazardous,Sweden
295,Product_295,CompanyC,2000,Clothing,62.31884057971014,15.942028985507244,21.73913043478261,41,494.5781449908397,701.275978161042,8,4,Hazardous,USA
296,Product_296,CompanyA,2010,Clothing,52.38095238095239,19.047619047619047,28.57142857142857,86,817.8618637871003,524.1459805521199,7,6,Hazardous,Sweden
297,Product_297,CompanyB,2021,Clothing,46.36363636363636,16.363636363636363,37.27272727272727,80,638.3654510531742,790.7291366747457,3,7,Recyclable,Germany
298,Product_298,CompanyA,2011,Appliances,50.75757575757576,7.575757575757576,41.66666666666667,74,472.5424699663433,66.81904197991429,7,2,Hazardous,China
299,Product_299,CompanyC,2010,Electronics,23.809523809523807,29.629629629629626,46.56084656084656,38,820.9411539394407,832.616592262554,1,7,Hazardous,USA
300,Product_300,CompanyB,2001,Appliances,59.87261146496815,23.56687898089172,16.560509554140125,94,301.9319421120495,921.5434233163595,6,1,Hazardous,China
301,Product_301,CompanyB,2005,Clothing,33.81818181818182,31.272727272727273,34.909090909090914,10,916.533433673838,695.2957805259288,3,10,Hazardous,USA
302,Product_302,CompanyB,2022,Appliances,49.152542372881356,36.15819209039548,14.689265536723164,60,568.9602854728145,649.5857875803281,8,1,Hazardous,USA
303,Product_303,CompanyA,2010,Appliances,17.006802721088434,66.66666666666666,16.3265306122449,30,468.17606954844325,79.59544906980514,6,4,Hazardous,China
304,Product_304,CompanyC,2017,Appliances,34.183673469387756,32.142857142857146,33.6734693877551,52,946.5841691598106,51.457345152901,0,6,Recyclable,Germany
305,Product_305,CompanyA,2007,Clothing,7.006369426751593,31.210191082802545,61.78343949044586,96,168.00726236136455,929.18996138532,0,1,Hazardous,Sweden
306,Product_306,CompanyC,2015,Appliances,27.34375,37.5,35.15625,43,913.3619356979135,422.5663337514661,3,7,Recyclable,Sweden
307,Product_307,CompanyB,2007,Appliances,56.05095541401274,9.554140127388536,34.394904458598724,44,164.30782455642907,798.1775886680869,3,5,Hazardous,Germany
308,Product_308,CompanyC,2009,Appliances,7.8125,51.5625,40.625,93,288.63459588658554,332.68747275914785,9,10,Recyclable,USA
309,Product_309,CompanyA,2022,Clothing,1.36986301369863,52.73972602739726,45.89041095890411,68,444.5489807808289,892.5546780247388,7,4,Hazardous,Germany
310,Product_310,CompanyB,2014,Appliances,47.58064516129033,0.0,52.41935483870967,81,972.9021120890064,924.6832694580436,0,9,Recyclable,USA
311,Product_311,CompanyC,2011,Clothing,33.734939759036145,28.915662650602407,37.34939759036144,16,429.75337230491834,188.2908802654994,6,4,Recyclable,Germany
312,Product_312,CompanyB,2002,Clothing,24.686192468619247,40.1673640167364,35.146443514644346,14,971.9454769042895,774.5971555708247,8,4,Recyclable,China
313,Product_313,CompanyB,2000,Appliances,24.46043165467626,27.33812949640288,48.201438848920866,7,169.86114340300566,576.7480035847741,0,6,Hazardous,Sweden
314,Product_314,CompanyB,2023,Electronics,14.432989690721648,40.20618556701031,45.36082474226804,73,803.8551457336283,553.6710730313774,4,7,Recyclable,USA
315,Product_315,CompanyB,2010,Clothing,49.2063492063492,20.634920634920633,30.158730158730158,57,563.3941880268585,67.35564481129563,1,8,Recyclable,Germany
316,Product_316,CompanyB,2008,Appliances,12.903225806451612,11.827956989247312,75.26881720430107,67,863.2103391829454,692.9508255277209,4,5,Hazardous,China
317,Product_317,CompanyA,2007,Clothing,33.82352941176471,65.44117647058823,0.7352941176470588,84,541.0750359004016,183.2537196789877,1,6,Hazardous,Germany
318,Product_318,CompanyA,2022,Electronics,57.48502994011976,13.77245508982036,28.74251497005988,15,310.8136065003618,659.6474200239084,3,5,Hazardous,Germany
319,Product_319,CompanyA,2021,Appliances,26.60098522167488,43.34975369458128,30.049261083743843,83,334.457045849455,289.2137135748792,3,7,Hazardous,USA
320,Product_320,CompanyB,2016,Appliances,19.298245614035086,51.75438596491229,28.947368421052634,100,908.6673469768023,821.0496121821137,8,5,Hazardous,USA
321,Product_321,CompanyC,2017,Electronics,28.57142857142857,45.714285714285715,25.71428571428571,26,455.4656669579083,841.1920219888373,8,7,Recyclable,Sweden
322,Product_322,CompanyA,2007,Electronics,35.26570048309179,27.053140096618357,37.68115942028986,96,779.7575282805548,625.9724547730453,8,4,Recyclable,Sweden
323,Product_323,CompanyA,2022,Electronics,36.07843137254902,34.509803921568626,29.411764705882355,76,783.8068735513453,63.46389190183722,8,4,Recyclable,Sweden
324,Product_324,CompanyC,2020,Appliances,11.428571428571429,58.57142857142858,30.0,32,289.33652340497906,393.1492644003475,7,7,Recyclable,USA
325,Product_325,CompanyB,2013,Electronics,45.16129032258064,36.86635944700461,17.972350230414747,97,959.1990150965622,753.3328730779925,2,7,Recyclable,USA
326,Product_326,CompanyA,2000,Electronics,61.81818181818181,0.9090909090909091,37.27272727272727,74,968.0069451639943,708.5506592058903,1,2,Hazardous,USA
327,Product_327,CompanyC,2015,Electronics,12.605042016806722,11.76470588235294,75.63025210084034,33,920.7517590145725,179.91979247920312,4,1,Hazardous,China
328,Product_328,CompanyC,2013,Appliances,42.92929292929293,18.68686868686869,38.38383838383838,39,784.5460081703845,655.3076943317211,6,5,Recyclable,China
329,Product_329,CompanyC,2023,Clothing,7.086614173228346,36.22047244094488,56.69291338582677,7,187.5480570303349,563.4070073546272,9,10,Hazardous,Sweden
330,Product_330,CompanyC,2007,Clothing,19.841269841269842,65.07936507936508,15.079365079365079,62,898.7326095409652,870.0603176865667,5,5,Recyclable,Germany
331,Product_331,CompanyC,2005,Appliances,10.185185185185185,61.111111111111114,28.703703703703702,93,393.70106223844743,309.74505414052163,3,8,Recyclable,USA
332,Product_332,CompanyC,2009,Clothing,40.082644628099175,31.818181818181817,28.09917355371901,63,176.4301329947346,818.6843072547982,7,1,Hazardous,USA
333,Product_333,CompanyB,2005,Clothing,42.48927038626609,40.772532188841204,16.738197424892704,18,833.7170283011862,90.38453308421822,9,9,Recyclable,Sweden
334,Product_334,CompanyB,2019,Electronics,24.675324675324674,22.07792207792208,53.246753246753244,48,585.3965922657917,788.2444718470546,2,5,Hazardous,China
335,Product_335,CompanyC,2009,Electronics,39.20454545454545,39.20454545454545,21.59090909090909,13,794.9933929434804,241.74463772710834,6,8,Hazardous,China
336,Product_336,CompanyB,2021,Appliances,54.330708661417326,22.83464566929134,22.83464566929134,79,340.17746632239533,913.7241207965751,7,3,Hazardous,China
337,Product_337,CompanyC,2019,Electronics,30.158730158730158,29.365079365079367,40.476190476190474,3,405.54397792206066,366.7660666300876,2,7,Hazardous,China
338,Product_338,CompanyC,2012,Appliances,28.48101265822785,58.86075949367089,12.658227848101266,14,281.9366310843417,583.2313813518721,1,8,Recyclable,USA
339,Product_339,CompanyA,2004,Clothing,48.529411764705884,21.07843137254902,30.392156862745097,10,283.5179203377444,667.0603888886105,1,8,Hazardous,China
340,Product_340,CompanyA,2013,Electronics,37.234042553191486,39.8936170212766,22.872340425531913,30,810.7027901239281,362.7132638274625,8,2,Hazardous,China
341,Product_341,CompanyA,2023,Appliances,33.33333333333333,51.515151515151516,15.151515151515152,13,388.917219125435,648.6575423073991,3,8,Hazardous,China
342,Product_342,CompanyB,2016,Clothing,38.967136150234744,29.107981220657276,31.92488262910798,27,581.7639819963995,211.30295473710635,5,8,Recyclable,Sweden
343,Product_343,CompanyA,2004,Appliances,60.122699386503065,17.791411042944784,22.085889570552148,76,478.54974920319967,351.8690039306839,7,7,Hazardous,USA
344,Product_344,CompanyC,2009,Electronics,56.213017751479285,5.9171597633136095,37.8698224852071,54,218.77912730587374,753.8359075359543,2,8,Hazardous,USA
345,Product_345,CompanyB,2022,Clothing,28.703703703703702,26.851851851851855,44.44444444444444,79,119.73620041340666,329.88519539858487,5,10,Hazardous,Sweden
346,Product_346,CompanyA,2013,Clothing,42.3963133640553,41.013824884792626,16.589861751152075,91,892.1993091887264,803.5771784433529,0,6,Hazardous,Germany
347,Product_347,CompanyB,2005,Appliances,33.82352941176471,57.35294117647059,8.823529411764707,88,562.309675463259,504.64726942888257,6,5,Recyclable,USA
348,Product_348,CompanyC,2000,Electronics,18.023255813953487,31.3953488372093,50.58139534883721,18,218.93793361016,923.0948226468474,1,8,Recyclable,China
349,Product_349,CompanyC,2020,Appliances,10.0,56.470588235294116,33.52941176470588,97,744.8640911197658,214.8069805998255,7,6,Recyclable,Sweden
350,Product_350,CompanyC,2016,Appliances,34.21052631578947,9.210526315789473,56.57894736842105,4,897.1798423839563,752.515151875757,6,7,Recyclable,USA
351,Product_351,CompanyC,2015,Clothing,68.8,18.4,12.8,60,172.10733919436407,376.8963440952198,5,2,Recyclable,Sweden
352,Product_352,CompanyA,2011,Clothing,78.16091954022988,14.942528735632186,6.896551724137931,90,899.429617481576,751.9923903984526,0,3,Recyclable,China
353,Product_353,CompanyB,2015,Appliances,0.5524861878453038,48.06629834254144,51.38121546961326,97,207.37333502732238,648.0995442338711,1,3,Hazardous,USA
354,Product_354,CompanyC,2013,Electronics,30.36649214659686,19.3717277486911,50.26178010471204,57,912.3853734857255,469.122714220766,2,7,Hazardous,China
355,Product_355,CompanyA,2002,Electronics,47.44525547445255,40.14598540145985,12.408759124087592,43,822.8512698333305,715.04243576715,4,2,Recyclable,USA
356,Product_356,CompanyA,2004,Clothing,40.94488188976378,13.385826771653544,45.66929133858268,68,573.1981787547129,172.5808407721668,4,1,Hazardous,Sweden
357,Product_357,CompanyA,2006,Clothing,29.107981220657276,40.375586854460096,30.51643192488263,16,155.1112392896601,86.88851679330105,3,2,Hazardous,USA
358,Product_358,CompanyC,2015,Clothing,46.540880503144656,18.867924528301888,34.59119496855346,47,302.7330141149265,260.5681849631336,9,10,Hazardous,Sweden
359,Product_359,CompanyB,2019,Appliances,32.958801498127336,30.711610486891384,36.329588014981276,64,405.60294217484466,153.62272111063254,3,5,Hazardous,China
360,Product_360,CompanyB,2000,Electronics,25.757575757575758,34.84848484848485,39.39393939393939,45,617.4020524905313,53.092590679607405,0,1,Hazardous,Germany
361,Product_361,CompanyC,2014,Appliances,40.0,24.0,36.0,21,587.1753777495243,102.60166630648982,0,10,Recyclable,USA
362,Product_362,CompanyA,2011,Clothing,44.57142857142857,25.71428571428571,29.714285714285715,79,526.1656149544385,340.63564715429925,2,3,Recyclable,Sweden
363,Product_363,CompanyC,2007,Electronics,27.2108843537415,26.53061224489796,46.25850340136054,50,609.3547847212259,241.70652239993362,0,5,Recyclable,Sweden
364,Product_364,CompanyA,2003,Electronics,37.5,16.477272727272727,46.02272727272727,64,640.8767744601872,68.87373494094088,8,3,Hazardous,USA
365,Product_365,CompanyA,2013,Electronics,33.87096774193548,38.70967741935484,27.419354838709676,91,649.2946764866921,937.7652536449228,9,6,Recyclable,USA
366,Product_366,CompanyA,2014,Electronics,1.7241379310344827,60.3448275862069,37.93103448275862,13,728.6208128042049,910.6305863998238,7,4,Hazardous,China
